issn_1,issn_2,quartile,title,h_index,category
17506824,17506816,Q1,Review of Environmental Economics and Policy,75,
10432760,18793061,Q1,Trends in Endocrinology and Metabolism,204,
09242716,,Q1,ISPRS Journal of Photogrammetry and Remote Sensing,204,
26628457,,Q1,Nature Computational Science,40,
00401625,,Q1,Technological Forecasting and Social Change,209,
20425805,,Q1,Global Strategy Journal,53,
00128252,,Q1,Earth-Science Reviews,268,
0960085X,14769344,Q1,European Journal of Information Systems,139,
08876924,14765551,Q1,Leukemia,229,
16729072,17447909,Q1,Journal of Integrative Plant Biology,119,
14779803,10531858,Q1,Journal of Public Administration Research and Theory,147,
10957235,00220531,Q1,Journal of Economic Theory,118,
00487333,,Q1,Research Policy,301,
09696989,,Q1,Journal of Retailing and Consumer Services,167,
20413866,20413874,Q1,Organizational Psychology Review,47,
14682508,00223816,Q1,Journal of Politics,155,
26895269,26895277,Q1,International Journal of Transgender Health,60,
25889311,,Q1,European Urology Oncology,56,
10445323,10963618,Q1,Seminars in Immunology,153,
19413084,19413149,Q1,Circulation: Arrhythmia and Electrophysiology,139,
15513203,,Q1,IEEE Transactions on Industrial Informatics,214,
21905991,21906009,Q1,"Journal of Cachexia, Sarcopenia and Muscle",112,
26927640,,Q1,Energy Material Advances,29,
10916490,00278424,Q1,Proceedings of the National Academy of Sciences of the United States of America,896,
21904979,21904987,Q1,Earth System Dynamics,70,
27729702,,Q1,Energy Reviews,18,
01686445,15746976,Q1,FEMS Microbiology Reviews,261,
23670983,23672617,Q1,Protection and Control of Modern Power Systems,57,
20954956,,Q1,Journal of Energy Chemistry,133,
00129615,,Q1,Ecological Monographs,179,
26317990,26318644,Q1,International Journal of Extreme Manufacturing,52,
2050084X,,Q1,eLife,225,
1468330X,00223050,Q1,"Journal of Neurology, Neurosurgery and Psychiatry",244,
15393704,00034819,Q1,Annals of Internal Medicine,445,
03044130,14756765,Q1,European Journal of Political Research,127,
15317331,15454118,Q1,Annual Review of Materials Research,185,
22132317,,Q1,Redox Biology,158,
18722067,,Q1,Chinese Journal of Catalysis,117,
19358253,19358261,Q1,Foundations and Trends in Robotics,3,
2397768X,,Q1,npj Precision Oncology,46,
19324391,1932443X,Q1,Strategic Entrepreneurship Journal,77,
18387640,,Q1,Theranostics,177,
10949968,15206653,Q1,Journal of Interactive Marketing,135,
10591478,19375956,Q1,Production and Operations Management,150,
00126667,11791950,Q1,Drugs,201,
1558173X,00189200,Q1,IEEE Journal of Solid-State Circuits,243,
23335963,23335955,Q1,Journal of the Association of Environmental and Resource Economists,45,
15408140,00219525,Q1,Journal of Cell Biology,422,
25743414,,Q1,Annual Review of Biomedical Data Science,27,
00036900,10888535,Q1,Applied Mechanics Reviews,133,
09593780,18729495,Q1,Global Environmental Change,242,
14752840,,Q1,Cardiovascular Diabetology,121,
17575818,,Q1,Journal of Service Management,96,
15384365,00670049,Q1,"Astrophysical Journal, Supplement Series",286,
03601315,,Q1,Computers and Education,253,
2444569X,25307614,Q1,Journal of Innovation and Knowledge,70,
20407122,,Q1,Journal of Research in Interactive Marketing,69,
17569966,03929078,Q1,Journal of Experimental and Clinical Cancer Research,136,
00911798,,Q1,Annals of Probability,105,
15328007,10705511,Q1,Structural Equation Modeling,132,
14679868,13697412,Q1,Journal of the Royal Statistical Society. Series B: Statistical Methodology,159,
01664972,,Q1,Technovation,173,
21658110,21658102,Q1,Annual Review of Animal Biosciences,68,
14208970,1016443X,Q1,Geometric and Functional Analysis,81,
16136829,16136810,Q1,Small,313,
01052896,1600065X,Q1,Immunological Reviews,262,
13601385,18784372,Q1,Trends in Plant Science,325,
20507771,,Q1,Biomarker Research,60,
14698137,0028646X,Q1,New Phytologist,327,
13618415,13618423,Q1,Medical Image Analysis,185,
23747951,23747943,Q1,ACS Central Science,151,
22139567,,Q1,Journal of Magnesium and Alloys,86,
01636804,,Q1,IEEE Communications Magazine,295,
15646971,02573032,Q1,World Bank Research Observer,81,
15740137,,Q1,Computer Science Review,88,
03760421,,Q1,Progress in Aerospace Sciences,150,
18855857,,Q1,Revista Espanola de Cardiologia (English edition),11,
21682216,21682232,Q1,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",184,
09242244,,Q1,Trends in Food Science and Technology,271,
09291199,,Q1,Journal of Corporate Finance,146,
03932990,15737284,Q1,European Journal of Epidemiology,147,
14682354,00206598,Q1,International Economic Review,101,
22128778,,Q1,Molecular Metabolism,115,
00463892,,Q1,Financial Management,85,
00039527,14320673,Q1,Archive for Rational Mechanics and Analysis,118,
09546820,13652796,Q1,Journal of Internal Medicine,195,
25220128,25220136,Q1,Advanced Composites and Hybrid Materials,88,
26666510,,Q1,AI Open,23,
19368631,19368623,Q1,Journal of Hospitality Marketing and Management,86,
14678721,09637214,Q1,Current Directions in Psychological Science,223,
15487660,,Q1,Journal of Statistical Software,187,
21681007,,Q1,Academy of Management Discoveries,30,
10960473,10429573,Q1,Journal of Financial Intermediation,96,
0003066X,1935990X,Q1,American Psychologist,283,
22132961,20952546,Q1,Journal of Sport and Health Science,76,
18790356,13695266,Q1,Current Opinion in Plant Biology,242,
21596778,2159676X,Q1,"Qualitative Research in Sport, Exercise and Health",53,
23993529,,Q1,Human Reproduction Open,41,
26618001,,Q1,npj Urban Sustainability,25,
17422094,,Q1,Journal of Neuroinflammation,168,
26899620,28314093,Q1,Light: Advanced Manufacturing,28,
10217770,14230127,Q1,Journal of Biomedical Science,120,
30053064,30053315,Q1,Energy Materials and Devices,10,
01986325,10981128,Q1,Medicinal Research Reviews,157,
15239829,15454274,Q1,Annual Review of Biomedical Engineering,162,
20960662,20960433,Q1,Computational Visual Media,31,
10960449,00950696,Q1,Journal of Environmental Economics and Management,160,
10985557,10922172,Q1,Microbiology and Molecular Biology Reviews,287,
10800549,15590267,Q1,Clinical Reviews in Allergy and Immunology,108,
1774024X,19696213,Q1,EuroIntervention,101,
18784380,0966842X,Q1,Trends in Microbiology,241,
08954356,18785921,Q1,Journal of Clinical Epidemiology,262,
19353456,19330219,Q1,Mucosal Immunology,140,
18736750,01604120,Q1,Environment International,274,
15321827,00070920,Q1,British Journal of Cancer,281,
21571422,,Q1,Cold Spring Harbor Perspectives in Medicine,162,
09596119,,Q1,International Journal of Contemporary Hospitality Management,139,
20952686,,Q1,International Journal of Mining Science and Technology,82,
00197939,2162271X,Q1,ILR Review,95,
09205691,15731405,Q1,International Journal of Computer Vision,232,
26386100,,Q1,Radiology: Artificial Intelligence,47,
15369323,,Q1,Journal of the Association for Information Systems,108,
27316696,,Q1,Carbon Research,22,
00076503,15524205,Q1,Business and Society,106,
11791888,11750561,Q1,American Journal of Clinical Dermatology,116,
15526542,10564926,Q1,Journal of Management Inquiry,82,
15526763,00472875,Q1,Journal of Travel Research,181,
15248380,15528324,Q1,"Trauma, Violence, and Abuse",121,
21623619,,Q1,Experimental Hematology and Oncology,47,
00018686,,Q1,Advances in Colloid and Interface Science,238,
26884062,,Q1,Small Structures,59,
14770288,03091325,Q1,Progress in Human Geography,187,
08858993,,Q1,IEEE Transactions on Power Electronics,337,
23342536,,Q1,Optica,159,
10966099,10942025,Q1,Review of Economic Dynamics,79,
18733336,03043894,Q1,Journal of Hazardous Materials,375,
03618609,10968652,Q1,American Journal of Hematology,137,
18737528,01497634,Q1,Neuroscience and Biobehavioral Reviews,305,
2352345X,,Q1,Cellular and Molecular Gastroenterology and Hepatology,75,
08239150,19113846,Q1,Contemporary Accounting Research,133,
19391471,0033295X,Q1,Psychological Review,249,
10995129,15322092,Q1,Europace,137,
18176127,18176119,Q1,Health systems in transition,46,
00051098,,Q1,Automatica,331,
18778585,,Q1,Journal of Family Business Strategy,74,
21624968,,Q1,Current Obesity Reports,74,
14359855,14359863,Q1,Journal of the European Mathematical Society,68,
22745807,24260266,Q1,Journal of Prevention of Alzheimer's Disease,41,
19417632,19417640,Q1,Circulation: Cardiovascular Interventions,122,
15730697,01674544,Q1,Journal of Business Ethics,277,
19475438,19475446,Q1,Annual Review of Chemical and Biomolecular Engineering,85,
19413297,19413289,Q1,Circulation: Heart Failure,146,
2167082X,21670811,Q1,Digital Journalism,84,
2352250X,,Q1,Current Opinion in Psychology,108,
20493169,16742818,Q1,International Journal of Oral Science,73,
20011326,,Q1,Clinical and Translational Medicine,24,
25901168,,Q1,eTransportation,52,
20966482,25899651,Q1,Nano Materials Science,44,
09545395,,Q1,Human Resource Management Journal,102,
24055018,2405500X,Q1,JACC: Clinical Electrophysiology,75,
15730913,0921898X,Q1,Small Business Economics,180,
15236838,02726386,Q1,American Journal of Kidney Diseases,249,
01909320,15736687,Q1,Political Behavior,95,
10957200,00361445,Q1,SIAM Review,134,
14678667,10939687,Q1,Computer-Aided Civil and Infrastructure Engineering,119,
01441647,14645327,Q1,Transport Reviews,115,
02692821,15737462,Q1,Artificial Intelligence Review,138,
23327812,,Q1,Neurology: Neuroimmunology and NeuroInflammation,78,
02780046,,Q1,IEEE Transactions on Industrial Electronics,361,
27559734,,Q1,BMJ Mental Health,53,
16000617,09059180,Q1,European Respiratory Review,103,
08908567,15275418,Q1,Journal of the American Academy of Child and Adolescent Psychiatry,282,
1467789X,14677881,Q1,Obesity Reviews,210,
17577012,17577004,Q1,Wiley Interdisciplinary Reviews: RNA,99,
01429612,18785905,Q1,Biomaterials,451,
15376591,10584838,Q1,Clinical Infectious Diseases,398,
18739946,18764479,Q1,Journal of Crohn's and Colitis,123,
25673173,,Q1,EcoMat,49,
00219630,14697610,Q1,Journal of Child Psychology and Psychiatry and Allied Disciplines,252,
08853185,15318257,Q1,Movement Disorders,238,
09598146,17561833,Q1,BMJ,519,
13596454,,Q1,Acta Materialia,381,
23744677,,Q1,npj Breast Cancer,54,
15306992,15306984,Q1,Nano Letters,569,
15577368,07300301,Q1,ACM Transactions on Graphics,264,
15523098,,Q1,IEEE Transactions on Robotics,201,
00333352,15406210,Q1,Public Administration Review,186,
1878044X,17480132,Q1,Nano Today,190,
13598368,,Q1,Composites Part B: Engineering,227,
0269994X,14640597,Q1,Applied Psychology,117,
00832057,23330872,Q1,"Vital and Health Statistics, Series 2: Data Evaluation and Methods Research",33,
26624435,,Q1,Communications Earth and Environment,56,
19408412,03057267,Q1,Studies in Science Education,58,
0008543X,10970142,Q1,Cancer,349,
00982997,18729452,Q1,Molecular Aspects of Medicine,168,
2041210X,,Q1,Methods in Ecology and Evolution,179,
18632297,18632300,Q1,Seminars in Immunopathology,126,
1076836X,10635157,Q1,Systematic Biology,208,
29501555,,Q1,Green Carbon,14,
26913704,,Q1,JACS Au,51,
0893133X,1740634X,Q1,Neuropsychopharmacology,258,
15414337,,Q1,Comprehensive Reviews in Food Science and Food Safety,186,
21992576,25245317,Q1,Annals of PDE,28,
01692046,,Q1,Landscape and Urban Planning,229,
03605302,15324133,Q1,Communications in Partial Differential Equations,95,
07475632,,Q1,Computers in Human Behavior,275,
02732297,10902406,Q1,Developmental Review,121,
03787206,,Q1,Information and Management,204,
07308884,15528464,Q1,Work and Occupations,84,
23793708,,Q1,JCI Insight,129,
00137952,,Q1,Engineering Geology,191,
17593948,02650487,Q1,International Journal of Advertising,86,
23738057,,Q1,npj Parkinson's Disease,56,
00246301,18731872,Q1,Long Range Planning,134,
1879033X,0959440X,Q1,Current Opinion in Structural Biology,223,
10409238,15497798,Q1,Critical Reviews in Biochemistry and Molecular Biology,130,
23973722,,Q1,npj Climate and Atmospheric Science,56,
14677644,14677652,Q1,Plant Biotechnology Journal,162,
14749726,14749718,Q1,Aging Cell,181,
19319401,,Q1,Applied Physics Reviews,120,
28326237,28326245,Q1,Interdisciplinary Medicine,16,
20955138,2053714X,Q1,National Science Review,125,
18729118,03062619,Q1,Applied Energy,323,
24739529,24739537,Q1,Blood Advances,98,
02692813,13652036,Q1,Alimentary Pharmacology and Therapeutics,217,
07365845,,Q1,Robotics and Computer-Integrated Manufacturing,133,
09265805,,Q1,Automation in Construction,200,
07378017,,-,Proceedings of the Annual ACM Symposium on Theory of Computing,129,
18792561,0304419X,Q1,Biochimica et Biophysica Acta - Reviews on Cancer,166,
20516347,20516355,Q1,Materials Horizons,147,
22148604,,Q1,Additive Manufacturing,168,
18790305,13596101,Q1,Cytokine and Growth Factor Reviews,187,
17586593,01443577,Q1,International Journal of Operations and Production Management,170,
17508606,17508592,Q1,Child Development Perspectives,102,
18790658,09213449,Q1,"Resources, Conservation and Recycling",218,
00659266,,Q1,Memoirs of the American Mathematical Society,73,
22106715,22106707,Q1,Sustainable Cities and Society,156,
10050302,,Q1,Journal of Materials Science and Technology,143,
25247867,,Q1,Biochar,47,
0740624X,,Q1,Government Information Quarterly,144,
13505084,14617323,Q1,Organization,123,
10797114,00319007,Q1,Physical Review Letters,723,
02678373,14645335,Q1,Work and Stress,119,
10752935,,Q1,Assessing Writing,56,
17417015,,Q1,BMC Medicine,199,
15689972,18730183,Q1,Autoimmunity Reviews,161,
27730328,,Q1,Sustainable Technology and Entrepreneurship,20,
21686068,21686084,Q1,JAMA Dermatology,198,
0268005X,,Q1,Food Hydrocolloids,235,
27724247,,Q1,Communications in Transportation Research,30,
0013189X,,Q1,Educational Researcher,158,
20573960,,Q1,npj Computational Materials,97,
03008428,14351803,Q1,Basic Research in Cardiology,113,
21965412,,Q1,Current Environmental Health Reports,78,
09255273,,Q1,International Journal of Production Economics,248,
00217824,,Q1,Journal des Mathematiques Pures et Appliquees,77,
19392176,00220663,Q1,Journal of Educational Psychology,264,
25739581,2573959X,Q1,Autism in Adulthood,24,
25895974,,Q1,Trends in Chemistry,77,
23798858,,Q1,IEEE Transactions on Intelligent Vehicles,74,
23284277,,Q1,Earth's Future,87,
1873491X,00207489,Q1,International Journal of Nursing Studies,154,
29497531,,Q1,Innovation and Green Development,27,
27731537,20972512,Q1,Green Energy and Intelligent Transportation,23,
00029602,15375390,Q1,American Journal of Sociology,214,
10455736,10863214,Q1,Journal of Democracy,111,
25724568,,Q1,Annual Review of Criminology,39,
25901524,,Q1,Journal of Structural Biology: X,17,
02681072,1468005X,Q1,"New Technology, Work and Employment",67,
14680068,00294624,Q1,Nous,88,
13640380,14653060,Q1,Geometry and Topology,60,
10959084,00018791,Q1,Journal of Vocational Behavior,197,
0194911X,15244563,Q1,Hypertension,307,
2949754X,,Q1,Materials Today Catalysis,10,
09550674,18790410,Q1,Current Opinion in Cell Biology,284,
0066426X,15451593,Q1,Annual Review of Physical Chemistry,189,
22351795,16645553,Q1,Liver Cancer,63,
20414889,,Q1,Cell Death and Disease,181,
00029378,10976868,Q1,American Journal of Obstetrics and Gynecology,274,
29598737,,Q1,Innovation Materials,9,
23288930,,Q1,Environmental Science and Technology Letters,111,
21581592,07353766,Q1,Journal of Business Logistics,102,
23268298,2326831X,Q1,Annual Review of Statistics and Its Application,48,
19373333,19411189,Q1,IEEE Reviews in Biomedical Engineering,79,
03043835,18727980,Q1,Cancer Letters,230,
14693178,1469221X,Q1,EMBO Reports,219,
26669358,,Q1,Materials Reports: Energy,28,
01402382,17439655,Q1,West European Politics,107,
13652044,00032409,Q1,Anaesthesia,150,
19401612,19401620,Q1,International Journal of Press/Politics,87,
0887378X,14680009,Q1,Milbank Quarterly,119,
1198743X,14690691,Q1,Clinical Microbiology and Infection,210,
09527915,18790372,Q1,Current Opinion in Immunology,215,
1466609X,13648535,Q1,Critical Care,229,
0968090X,,Q1,Transportation Research Part C: Emerging Technologies,196,
09669582,17477646,Q1,Journal of Sustainable Tourism,150,
02784319,,Q1,International Journal of Hospitality Management,186,
20566387,,Q1,npj Quantum Information,82,
17535131,17535123,Q1,Reviews in Aquaculture,103,
21965404,,Q1,Nano Convergence,58,
20498470,20498489,Q1,Political Science Research and Methods,35,
26900998,26901005,Q1,Probability and Mathematical Physics,10,
25890417,16747755,Q1,Journal of Rock Mechanics and Geotechnical Engineering,87,
17416248,08944865,Q1,Family Business Review,135,
14492288,,Q1,International Journal of Biological Sciences,129,
00273171,15327906,Q1,Multivariate Behavioral Research,104,
17589193,,Q1,Alzheimer's Research and Therapy,111,
